1;0.02;39.55;0.0242;28.5851
2;40.63;49.80;0.0196;35.3133
3;50.80;55.55;0.0472;14.6866
4;56.48;63.07;0.0315;21.9933
5;63.90;68.32;0.0445;15.5871
6;69.20;74.85;0.0395;17.5553
7;75.72;80.40;0.0450;15.3905
8;81.28;86.52;0.0397;17.4406
9;87.40;91.77;0.0489;14.1613
10;92.63;98.17;0.0372;18.6270
11;99.08;103.70;0.0463;14.9632
12;104.52;109.68;0.0406;17.0880
13;110.47;115.58;0.0423;16.3833
14;116.43;122.02;0.0396;17.5041
15;122.93;132.07;0.0277;24.9879
16;132.85;142.23;0.0241;28.7798
17;143.02;151.48;0.0278;24.8890
18;152.35;160.62;0.0251;27.5703
19;161.50;171.95;0.0220;31.5045
20;172.82;182.35;0.0208;33.2706
21;183.23;192.10;0.0238;29.1549
22;192.98;200.05;0.0328;21.1194
23;201.02;207.52;0.0321;21.6127
24;208.52;212.62;0.0561;12.3636
25;213.62;219.32;0.0380;18.2388
26;220.25;225.70;0.0392;17.6718
27;226.62;231.80;0.0397;17.4636
28;232.75;237.67;0.0429;16.1688
